,duration,price,price_currency,stops,departure,arrival,company,self_transfer,fare_isChangeAllowed,fare_isPartiallyChangeable,fare_isCancellationAllowed,fare_isPartiallyRefundable,score,origin_airport,destination_airport
96,975,647,€,2,2024-11-13 16:55:00,2024-11-14 09:10:00,Lufthansa,False,False,False,False,False,0.038893,Madrid,Berlin Brandenburg
97,1055,599,€,1,2024-11-13 17:30:00,2024-11-14 11:05:00,British Airways,False,False,False,False,False,0.038787,Madrid,Berlin Brandenburg
98,670,962,€,1,2024-11-13 10:35:00,2024-11-13 21:45:00,British Airways,False,False,False,False,False,0.038031,Madrid,Berlin Brandenburg
99,1155,562,€,1,2024-11-13 15:50:00,2024-11-14 11:05:00,British Airways,False,False,False,False,False,0.037738,Madrid,Berlin Brandenburg
100,1365,480,€,2,2024-11-13 13:45:00,2024-11-14 12:30:00,Austrian Airlines,False,False,False,False,False,0.037428,Madrid,Berlin Brandenburg
101,1065,627,€,1,2024-11-13 17:20:00,2024-11-14 11:05:00,British Airways,False,False,False,False,False,0.036718,Madrid,Berlin Brandenburg
102,2005,335,€,2,2024-11-13 10:05:00,2024-11-14 19:30:00,SWISS,False,False,False,False,False,0.036484,Madrid,Berlin Brandenburg
103,1200,562,€,1,2024-11-13 15:05:00,2024-11-14 11:05:00,British Airways,False,False,False,False,False,0.036323,Madrid,Berlin Brandenburg
104,1135,612,€,1,2024-11-13 14:55:00,2024-11-14 09:50:00,Turkish Airlines,False,False,False,False,False,0.035322,Madrid,Berlin Brandenburg
105,690,1023,€,2,2024-11-13 07:40:00,2024-11-13 19:10:00,TAP Air Portugal,False,False,False,False,False,0.034722,Madrid,Berlin Brandenburg
106,930,769,€,2,2024-11-13 16:55:00,2024-11-14 08:25:00,Austrian Airlines,False,False,False,False,False,0.034277,Madrid,Berlin Brandenburg
107,1065,701,€,2,2024-11-13 21:10:00,2024-11-14 14:55:00,TAP Air Portugal,False,False,False,False,False,0.032839,Madrid,Berlin Brandenburg
108,1115,675,€,1,2024-11-13 16:45:00,2024-11-14 11:20:00,Iberia,False,False,False,False,False,0.032571,Madrid,Berlin Brandenburg
109,990,765,€,2,2024-11-13 18:25:00,2024-11-14 10:55:00,Lufthansa,False,False,False,False,False,0.032357,Madrid,Berlin Brandenburg
110,1080,739,€,1,2024-11-13 17:20:00,2024-11-14 11:20:00,Iberia,False,False,False,False,False,0.030695,Madrid,Berlin Brandenburg
111,1150,794,€,1,2024-11-13 21:10:00,2024-11-14 16:20:00,TAP Air Portugal,False,False,False,False,False,0.026829,Madrid,Berlin Brandenburg
112,270,3459,€,1,2024-11-13 08:25:00,2024-11-13 12:55:00,Lufthansa,False,False,False,False,False,0.026233,Madrid,Berlin Brandenburg
113,1040,940,€,1,2024-11-13 16:45:00,2024-11-14 10:05:00,Iberia,False,False,False,False,False,0.02507,Madrid,Berlin Brandenburg
114,995,987,€,1,2024-11-13 17:30:00,2024-11-14 10:05:00,Iberia,False,False,False,False,False,0.024954,Madrid,Berlin Brandenburg
115,1005,1005,€,1,2024-11-13 17:20:00,2024-11-14 10:05:00,Iberia,False,False,False,False,False,0.024256,Madrid,Berlin Brandenburg
116,1525,670,€,1,2024-11-13 21:10:00,2024-11-14 22:35:00,TAP Air Portugal,False,False,False,False,False,0.023976,Madrid,Berlin Brandenburg
117,1340,768,€,1,2024-11-13 18:00:00,2024-11-14 16:20:00,TAP Air Portugal,False,False,False,False,False,0.023823,Madrid,Berlin Brandenburg
118,960,1085,€,1,2024-11-13 19:05:00,2024-11-14 11:05:00,Iberia,False,False,False,False,False,0.023535,Madrid,Berlin Brandenburg
119,1095,953,€,1,2024-11-13 15:50:00,2024-11-14 10:05:00,Iberia,False,False,False,False,False,0.023484,Madrid,Berlin Brandenburg
120,310,3406,€,1,2024-11-13 13:45:00,2024-11-13 18:55:00,Lufthansa,False,False,False,False,False,0.023206,Madrid,Berlin Brandenburg
121,1140,953,€,1,2024-11-13 15:05:00,2024-11-14 10:05:00,Iberia,False,False,False,False,False,0.022557,Madrid,Berlin Brandenburg
122,1385,795,€,1,2024-11-13 14:50:00,2024-11-14 13:55:00,EgyptAir,False,False,False,False,False,0.022272,Madrid,Berlin Brandenburg
123,1010,1096,€,1,2024-11-13 20:35:00,2024-11-14 13:25:00,Air Europa,False,False,False,False,False,0.022144,Madrid,Berlin Brandenburg
124,1690,658,€,1,2024-11-13 12:10:00,2024-11-14 16:20:00,TAP Air Portugal,False,False,False,False,False,0.022059,Madrid,Berlin Brandenburg
125,1020,1098,€,1,2024-11-13 18:05:00,2024-11-14 11:05:00,Iberia,False,False,False,False,False,0.021879,Madrid,Berlin Brandenburg
126,1715,681,€,1,2024-11-13 18:00:00,2024-11-14 22:35:00,TAP Air Portugal,False,False,False,False,False,0.021002,Madrid,Berlin Brandenburg
127,345,3459,€,1,2024-11-13 06:10:00,2024-11-13 11:55:00,Lufthansa,False,False,False,False,False,0.02053,Madrid,Berlin Brandenburg
128,375,3521,€,2,2024-11-13 10:05:00,2024-11-13 16:20:00,SWISS,False,False,False,False,False,0.018552,Madrid,Berlin Brandenburg
129,960,1477,€,1,2024-11-13 18:05:00,2024-11-14 10:05:00,Iberia,False,False,False,False,False,0.017286,Madrid,Berlin Brandenburg
130,550,2703,€,2,2024-11-13 06:00:00,2024-11-13 15:10:00,Scandinavian Airlines,False,False,False,False,False,0.01648,Madrid,Berlin Brandenburg
131,765,2004,€,2,2024-11-13 06:00:00,2024-11-13 18:45:00,Scandinavian Airlines,False,False,False,False,False,0.015982,Madrid,Berlin Brandenburg
132,1425,1081,€,2,2024-11-13 12:10:00,2024-11-14 11:55:00,TAP Air Portugal,False,False,False,False,False,0.015909,Madrid,Berlin Brandenburg
133,1525,1075,€,1,2024-11-13 14:55:00,2024-11-14 16:20:00,TAP Air Portugal,False,False,False,False,False,0.014954,Madrid,Berlin Brandenburg
134,455,4029,€,2,2024-11-13 12:35:00,2024-11-13 20:10:00,Brussels Airlines,False,False,False,False,False,0.013362,Madrid,Berlin Brandenburg
135,1350,1611,€,1,2024-11-13 08:25:00,2024-11-14 06:55:00,Qatar Airways,False,False,False,False,False,0.011267,Madrid,Berlin Brandenburg
136,955,2506,€,1,2024-11-13 21:30:00,2024-11-14 13:25:00,Qatar Airways,False,False,False,False,False,0.010237,Madrid,Berlin Brandenburg
137,935,2714,€,2,2024-11-13 17:55:00,2024-11-14 09:30:00,Scandinavian Airlines,False,False,False,False,False,0.009652,Madrid,Berlin Brandenburg
138,935,2792,€,1,2024-11-13 15:20:00,2024-11-14 06:55:00,Qatar Airways,False,False,False,False,False,0.009387,Madrid,Berlin Brandenburg
139,1030,2706,€,2,2024-11-13 16:20:00,2024-11-14 09:30:00,Scandinavian Airlines,False,False,False,False,False,0.00879,Madrid,Berlin Brandenburg
140,910,3380,€,1,2024-11-13 19:35:00,2024-11-14 10:45:00,SWISS,False,False,False,False,False,0.007966,Madrid,Berlin Brandenburg
141,1230,2768,€,2,2024-11-13 13:00:00,2024-11-14 09:30:00,Scandinavian Airlines,False,False,False,False,False,0.007196,Madrid,Berlin Brandenburg
142,1350,2725,€,2,2024-11-13 11:00:00,2024-11-14 09:30:00,Scandinavian Airlines,False,False,False,False,False,0.00666,Madrid,Berlin Brandenburg
