,duration,price,price_currency,stops,departure,arrival,company,self_transfer,fare_isChangeAllowed,fare_isPartiallyChangeable,fare_isCancellationAllowed,fare_isPartiallyRefundable,score,origin_airport,destination_airport
35,330,409,€,1,2024-11-08 13:55:00,2024-11-08 19:25:00,Smart Wings,False,False,False,False,False,0.135574,Madrid,Paris Charles de Gaulle
36,295,492,€,1,2024-11-08 13:00:00,2024-11-08 17:55:00,KLM,False,False,False,False,False,0.125964,Madrid,Paris Charles de Gaulle
37,335,485,€,1,2024-11-08 17:20:00,2024-11-08 22:55:00,British Airways,False,False,False,False,False,0.112506,Madrid,Paris Charles de Gaulle
38,330,504,€,1,2024-11-08 11:50:00,2024-11-08 17:20:00,ITA Airways,False,False,False,False,False,0.110039,Madrid,Paris Charles de Gaulle
39,645,259,€,1,2024-11-08 20:45:00,2024-11-09 07:30:00,Brussels Airlines,False,False,False,False,False,0.109674,Madrid,Paris Charles de Gaulle
40,295,568,€,1,2024-11-08 18:00:00,2024-11-08 22:55:00,British Airways,False,False,False,False,False,0.109133,Madrid,Paris Charles de Gaulle
41,295,591,€,1,2024-11-08 15:50:00,2024-11-08 20:45:00,Iberia,False,False,False,False,False,0.104885,Madrid,Paris Charles de Gaulle
42,530,330,€,1,2024-11-08 13:45:00,2024-11-08 22:35:00,Lufthansa,False,False,False,False,False,0.104526,Madrid,Paris Charles de Gaulle
43,320,552,€,1,2024-11-08 07:45:00,2024-11-08 13:05:00,British Airways,False,False,False,False,False,0.103621,Madrid,Paris Charles de Gaulle
44,445,441,€,1,2024-11-08 05:50:00,2024-11-08 13:15:00,ITA Airways,False,False,False,False,False,0.093186,Madrid,Paris Charles de Gaulle
45,320,614,€,1,2024-11-08 12:05:00,2024-11-08 17:25:00,Lufthansa,False,False,False,False,False,0.09315,Madrid,Paris Charles de Gaulle
46,340,598,€,1,2024-11-08 15:05:00,2024-11-08 20:45:00,Iberia,False,False,False,False,False,0.090022,Madrid,Paris Charles de Gaulle
47,340,598,€,1,2024-11-08 15:05:00,2024-11-08 20:45:00,British Airways,False,False,False,False,False,0.090008,Madrid,Paris Charles de Gaulle
48,350,593,€,1,2024-11-08 11:50:00,2024-11-08 17:40:00,British Airways,False,False,False,False,False,0.088152,Madrid,Paris Charles de Gaulle
49,300,706,€,1,2024-11-08 18:00:00,2024-11-08 23:00:00,TAP Air Portugal,False,False,False,False,False,0.08632,Madrid,Paris Orly
50,295,725,€,1,2024-11-08 18:00:00,2024-11-08 22:55:00,Iberia,False,False,False,False,False,0.085552,Madrid,Paris Charles de Gaulle
51,335,642,€,1,2024-11-08 17:20:00,2024-11-08 22:55:00,Iberia,False,False,False,False,False,0.085074,Madrid,Paris Charles de Gaulle
52,805,268,€,1,2024-11-08 19:35:00,2024-11-09 09:00:00,SWISS,False,False,False,False,False,0.084786,Madrid,Paris Charles de Gaulle
53,370,587,€,1,2024-11-08 06:55:00,2024-11-08 13:05:00,British Airways,False,False,False,False,False,0.084272,Madrid,Paris Charles de Gaulle
54,835,261,€,1,2024-11-08 17:35:00,2024-11-09 07:30:00,Brussels Airlines,False,False,False,False,False,0.084119,Madrid,Paris Charles de Gaulle
55,320,703,€,1,2024-11-08 07:45:00,2024-11-08 13:05:00,Iberia,False,False,False,False,False,0.081358,Madrid,Paris Charles de Gaulle
56,305,738,€,1,2024-11-08 08:25:00,2024-11-08 13:30:00,Lufthansa,False,False,False,False,False,0.081248,Madrid,Paris Charles de Gaulle
57,335,701,€,1,2024-11-08 13:50:00,2024-11-08 19:25:00,British Airways,False,False,False,False,False,0.077918,Madrid,Paris Charles de Gaulle
58,360,670,€,1,2024-11-08 13:25:00,2024-11-08 19:25:00,Iberia,False,False,False,False,False,0.075899,Madrid,Paris Charles de Gaulle
59,370,655,€,1,2024-11-08 16:45:00,2024-11-08 22:55:00,British Airways,False,False,False,False,False,0.0755,Madrid,Paris Charles de Gaulle
60,360,682,€,1,2024-11-08 13:25:00,2024-11-08 19:25:00,British Airways,False,False,False,False,False,0.074457,Madrid,Paris Charles de Gaulle
61,655,381,€,1,2024-11-08 12:05:00,2024-11-08 23:00:00,Lufthansa,False,False,False,False,False,0.073287,Madrid,Paris Charles de Gaulle
62,340,738,€,1,2024-11-08 16:55:00,2024-11-08 22:35:00,Lufthansa,False,False,False,False,False,0.072884,Madrid,Paris Charles de Gaulle
63,295,859,€,1,2024-11-08 13:00:00,2024-11-08 17:55:00,KLM,False,False,False,False,False,0.072218,Madrid,Paris Charles de Gaulle
64,350,725,€,1,2024-11-08 11:50:00,2024-11-08 17:40:00,Iberia,False,False,False,False,False,0.072108,Madrid,Paris Charles de Gaulle
65,290,893,€,1,2024-11-08 14:55:00,2024-11-08 19:45:00,TAP Air Portugal,False,False,False,False,False,0.070616,Madrid,Paris Orly
66,340,763,€,1,2024-11-08 09:05:00,2024-11-08 14:45:00,British Airways,False,False,False,False,False,0.070468,Madrid,Paris Charles de Gaulle
67,505,524,€,1,2024-11-08 13:00:00,2024-11-08 21:25:00,Royal Air Maroc,False,False,False,False,False,0.069114,Madrid,Paris Orly
68,370,716,€,1,2024-11-08 06:55:00,2024-11-08 13:05:00,Iberia,False,False,False,False,False,0.069095,Madrid,Paris Charles de Gaulle
69,400,662,€,1,2024-11-08 09:05:00,2024-11-08 15:45:00,British Airways,False,False,False,False,False,0.069061,Madrid,Paris Charles de Gaulle
70,710,385,€,1,2024-11-08 11:50:00,2024-11-08 23:40:00,ITA Airways,False,False,False,False,False,0.066934,Madrid,Paris Charles de Gaulle
71,300,917,€,1,2024-11-08 10:45:00,2024-11-08 15:45:00,British Airways,False,False,False,False,False,0.06648,Madrid,Paris Charles de Gaulle
72,440,635,€,2,2024-11-08 14:55:00,2024-11-08 22:15:00,TAP Air Portugal,False,False,False,False,False,0.065429,Madrid,Paris Orly
73,525,543,€,2,2024-11-08 13:45:00,2024-11-08 22:30:00,Austrian Airlines,False,False,False,False,False,0.064123,Madrid,Paris Charles de Gaulle
74,645,458,€,2,2024-11-08 07:25:00,2024-11-08 18:10:00,Lufthansa,False,False,False,False,False,0.06189,Madrid,Paris Charles de Gaulle
75,935,318,€,1,2024-11-08 07:25:00,2024-11-08 23:00:00,Lufthansa,False,False,False,False,False,0.061581,Madrid,Paris Charles de Gaulle
76,410,731,€,1,2024-11-08 08:55:00,2024-11-08 15:45:00,British Airways,False,False,False,False,False,0.061013,Madrid,Paris Charles de Gaulle
77,520,583,€,2,2024-11-08 06:10:00,2024-11-08 14:50:00,Austrian Airlines,False,False,False,False,False,0.060322,Madrid,Paris Charles de Gaulle
78,600,510,€,1,2024-11-08 07:25:00,2024-11-08 17:25:00,Lufthansa,False,False,False,False,False,0.059825,Madrid,Paris Charles de Gaulle
79,1745,160,€,1,2024-11-08 07:25:00,2024-11-09 12:30:00,Ryanair,False,False,False,False,False,0.059816,Madrid,Paris Beauvais
80,370,828,€,1,2024-11-08 14:35:00,2024-11-08 20:45:00,Iberia,False,False,False,False,False,0.059713,Madrid,Paris Charles de Gaulle
81,530,579,€,1,2024-11-08 06:55:00,2024-11-08 15:45:00,British Airways,False,False,False,False,False,0.059579,Madrid,Paris Charles de Gaulle
82,850,362,€,1,2024-11-08 18:15:00,2024-11-09 08:25:00,Vueling Airlines,False,False,False,False,False,0.05941,Madrid,Paris Orly
83,455,682,€,1,2024-11-08 11:50:00,2024-11-08 19:25:00,Iberia,False,False,False,False,False,0.058911,Madrid,Paris Charles de Gaulle
84,430,731,€,2,2024-11-08 10:20:00,2024-11-08 17:30:00,TAP Air Portugal,False,False,False,False,False,0.058181,Madrid,Paris Orly
85,595,535,€,2,2024-11-08 11:50:00,2024-11-08 21:45:00,ITA Airways,False,False,False,False,False,0.057438,Madrid,Paris Orly
86,340,939,€,1,2024-11-08 09:05:00,2024-11-08 14:45:00,Iberia,False,False,False,False,False,0.057279,Madrid,Paris Charles de Gaulle
87,515,625,€,1,2024-11-08 09:05:00,2024-11-08 17:40:00,British Airways,False,False,False,False,False,0.056799,Madrid,Paris Charles de Gaulle
88,440,738,€,1,2024-11-08 06:10:00,2024-11-08 13:30:00,Lufthansa,False,False,False,False,False,0.056319,Madrid,Paris Charles de Gaulle
89,300,1083,€,1,2024-11-08 10:45:00,2024-11-08 15:45:00,Iberia,False,False,False,False,False,0.056299,Madrid,Paris Charles de Gaulle
90,810,404,€,1,2024-11-08 21:25:00,2024-11-09 10:55:00,Royal Air Maroc,False,False,False,False,False,0.055863,Madrid,Paris Orly
91,420,799,€,1,2024-11-08 07:40:00,2024-11-08 14:40:00,TAP Air Portugal,False,False,False,False,False,0.054488,Madrid,Paris Orly
92,485,705,€,1,2024-11-08 14:55:00,2024-11-08 23:00:00,TAP Air Portugal,False,False,False,False,False,0.053539,Madrid,Paris Orly
93,390,893,€,1,2024-11-08 10:20:00,2024-11-08 16:50:00,TAP Air Portugal,False,False,False,False,False,0.052509,Madrid,Paris Orly
94,455,799,€,1,2024-11-08 12:10:00,2024-11-08 19:45:00,TAP Air Portugal,False,False,False,False,False,0.050297,Madrid,Paris Orly
95,1005,368,€,1,2024-11-08 18:25:00,2024-11-09 11:10:00,Lufthansa,False,False,False,False,False,0.049537,Madrid,Paris Charles de Gaulle
96,700,530,€,1,2024-11-08 07:45:00,2024-11-08 19:25:00,British Airways,False,False,False,False,False,0.049346,Madrid,Paris Charles de Gaulle
97,515,738,€,1,2024-11-08 09:05:00,2024-11-08 17:40:00,Iberia,False,False,False,False,False,0.048153,Madrid,Paris Charles de Gaulle
98,730,526,€,1,2024-11-08 10:05:00,2024-11-08 22:15:00,SWISS,False,False,False,False,False,0.047631,Madrid,Paris Charles de Gaulle
99,1135,340,€,1,2024-11-08 12:35:00,2024-11-09 07:30:00,Brussels Airlines,False,False,False,False,False,0.04743,Madrid,Paris Charles de Gaulle
100,605,648,€,2,2024-11-08 12:10:00,2024-11-08 22:15:00,TAP Air Portugal,False,False,False,False,False,0.046639,Madrid,Paris Orly
101,630,629,€,1,2024-11-08 08:55:00,2024-11-08 19:25:00,British Airways,False,False,False,False,False,0.0462,Madrid,Paris Charles de Gaulle
102,745,532,€,1,2024-11-08 20:45:00,2024-11-09 09:10:00,Bulgaria Air,False,False,False,False,False,0.04613,Madrid,Paris Charles de Gaulle
103,1070,379,€,1,2024-11-08 05:50:00,2024-11-08 23:40:00,ITA Airways,False,False,False,False,False,0.04517,Madrid,Paris Charles de Gaulle
104,945,436,€,1,2024-11-08 19:05:00,2024-11-09 10:50:00,Royal Air Maroc,False,False,False,False,False,0.044447,Madrid,Paris Orly
105,765,540,€,2,2024-11-08 05:50:00,2024-11-08 18:35:00,ITA Airways,False,False,False,False,False,0.044299,Madrid,Paris Orly
106,770,540,€,2,2024-11-08 05:50:00,2024-11-08 18:40:00,ITA Airways,False,False,False,False,False,0.044011,Madrid,Paris Charles de Gaulle
107,1240,336,€,1,2024-11-08 12:35:00,2024-11-09 09:15:00,Brussels Airlines,False,False,False,False,False,0.043889,Madrid,Paris Charles de Gaulle
108,700,600,€,1,2024-11-08 07:45:00,2024-11-08 19:25:00,Iberia,False,False,False,False,False,0.04359,Madrid,Paris Charles de Gaulle
109,645,655,€,1,2024-11-08 06:55:00,2024-11-08 17:40:00,Iberia,False,False,False,False,False,0.043314,Madrid,Paris Charles de Gaulle
110,620,682,€,1,2024-11-08 09:05:00,2024-11-08 19:25:00,Iberia,False,False,False,False,False,0.043237,Madrid,Paris Charles de Gaulle
111,590,722,€,2,2024-11-08 07:40:00,2024-11-08 17:30:00,TAP Air Portugal,False,False,False,False,False,0.042944,Madrid,Paris Orly
112,565,782,€,1,2024-11-08 10:20:00,2024-11-08 19:45:00,TAP Air Portugal,False,False,False,False,False,0.041411,Madrid,Paris Orly
113,425,1051,€,1,2024-11-08 15:40:00,2024-11-08 22:45:00,LOT,False,False,False,False,False,0.040963,Madrid,Paris Charles de Gaulle
114,650,689,€,1,2024-11-08 12:10:00,2024-11-08 23:00:00,TAP Air Portugal,False,False,False,False,False,0.040856,Madrid,Paris Orly
115,610,739,€,2,2024-11-08 05:50:00,2024-11-08 16:00:00,ITA Airways,False,False,False,False,False,0.040558,Madrid,Paris Charles de Gaulle
116,445,1055,€,1,2024-11-08 08:40:00,2024-11-08 16:05:00,Aer Lingus,False,False,False,False,False,0.038948,Madrid,Paris Charles de Gaulle
117,795,594,€,1,2024-11-08 20:25:00,2024-11-09 09:40:00,British Airways,False,False,False,False,False,0.038738,Madrid,Paris Charles de Gaulle
118,875,540,€,2,2024-11-08 18:00:00,2024-11-09 08:35:00,ITA Airways,False,False,False,False,False,0.03873,Madrid,Paris Charles de Gaulle
119,520,912,€,1,2024-11-08 10:45:00,2024-11-08 19:25:00,British Airways,False,False,False,False,False,0.038547,Madrid,Paris Charles de Gaulle
120,990,480,€,1,2024-11-08 18:25:00,2024-11-09 10:55:00,Tunisair,False,False,False,False,False,0.038513,Madrid,Paris Orly
121,720,666,€,1,2024-11-08 06:10:00,2024-11-08 18:10:00,Lufthansa,False,False,False,False,False,0.038159,Madrid,Paris Charles de Gaulle
122,530,907,€,1,2024-11-08 11:50:00,2024-11-08 20:40:00,Aer Lingus,False,False,False,False,False,0.03805,Madrid,Paris Charles de Gaulle
123,715,629,€,2,2024-11-08 10:20:00,2024-11-08 22:15:00,TAP Air Portugal,False,False,False,False,False,0.036979,Madrid,Paris Orly
124,1505,330,€,1,2024-11-08 06:25:00,2024-11-09 07:30:00,Brussels Airlines,False,False,False,False,False,0.036868,Madrid,Paris Charles de Gaulle
125,625,797,€,2,2024-11-08 12:05:00,2024-11-08 22:30:00,Austrian Airlines,False,False,False,False,False,0.036713,Madrid,Paris Charles de Gaulle
126,955,522,€,1,2024-11-08 20:25:00,2024-11-09 12:20:00,British Airways,False,False,False,False,False,0.036684,Madrid,Paris Charles de Gaulle
127,1300,385,€,1,2024-11-08 19:05:00,2024-11-09 16:45:00,Royal Air Maroc,False,False,False,False,False,0.036556,Madrid,Paris Orly
128,775,648,€,1,2024-11-08 20:30:00,2024-11-09 09:25:00,Aer Lingus,False,False,False,False,False,0.036408,Madrid,Paris Charles de Gaulle
129,520,969,€,1,2024-11-08 10:45:00,2024-11-08 19:25:00,Iberia,False,False,False,False,False,0.036309,Madrid,Paris Charles de Gaulle
130,440,1159,€,2,2024-11-08 12:05:00,2024-11-08 19:25:00,Austrian Airlines,False,False,False,False,False,0.035866,Madrid,Paris Charles de Gaulle
131,760,700,€,1,2024-11-08 10:20:00,2024-11-08 23:00:00,TAP Air Portugal,False,False,False,False,False,0.034391,Madrid,Paris Orly
132,465,1145,€,1,2024-11-08 11:45:00,2024-11-08 19:30:00,Royal Air Maroc,False,False,False,False,False,0.034336,Madrid,Paris Orly
133,780,692,€,1,2024-11-08 21:10:00,2024-11-09 10:10:00,TAP Air Portugal,False,False,False,False,False,0.033907,Madrid,Paris Orly
134,490,1101,€,1,2024-11-08 07:55:00,2024-11-08 16:05:00,Aer Lingus,False,False,False,False,False,0.033892,Madrid,Paris Charles de Gaulle
135,1310,415,€,1,2024-11-08 13:00:00,2024-11-09 10:50:00,Royal Air Maroc,False,False,False,False,False,0.03363,Madrid,Paris Orly
136,875,641,€,2,2024-11-08 07:40:00,2024-11-08 22:15:00,TAP Air Portugal,False,False,False,False,False,0.032615,Madrid,Paris Orly
137,865,675,€,1,2024-11-08 19:15:00,2024-11-09 09:40:00,British Airways,False,False,False,False,False,0.031329,Madrid,Paris Charles de Gaulle
138,1045,583,€,2,2024-11-08 18:25:00,2024-11-09 11:50:00,Lufthansa,False,False,False,False,False,0.030027,Madrid,Paris Charles de Gaulle
139,660,931,€,2,2024-11-08 08:25:00,2024-11-08 19:25:00,Austrian Airlines,False,False,False,False,False,0.029749,Madrid,Paris Charles de Gaulle
140,720,857,€,1,2024-11-08 08:40:00,2024-11-08 20:40:00,Aer Lingus,False,False,False,False,False,0.029631,Madrid,Paris Charles de Gaulle
141,1040,598,€,1,2024-11-08 21:10:00,2024-11-09 14:30:00,TAP Air Portugal,False,False,False,False,False,0.029427,Madrid,Paris Orly
142,470,1340,€,1,2024-11-08 10:20:00,2024-11-08 18:10:00,Finnair,False,False,False,False,False,0.029027,Madrid,Paris Charles de Gaulle
143,1310,482,€,1,2024-11-08 13:05:00,2024-11-09 10:55:00,Aegean Airlines,False,False,False,False,False,0.028994,Madrid,Paris Charles de Gaulle
144,920,700,€,1,2024-11-08 07:40:00,2024-11-08 23:00:00,TAP Air Portugal,False,False,False,False,False,0.02841,Madrid,Paris Orly
145,1280,505,€,1,2024-11-08 19:05:00,2024-11-09 16:25:00,Royal Air Maroc,False,False,False,False,False,0.028319,Madrid,Paris Charles de Gaulle
146,970,684,€,1,2024-11-08 17:30:00,2024-11-09 09:40:00,British Airways,False,False,False,False,False,0.027581,Madrid,Paris Charles de Gaulle
147,1665,403,€,1,2024-11-08 13:00:00,2024-11-09 16:45:00,Royal Air Maroc,False,False,False,False,False,0.027309,Madrid,Paris Orly
148,765,901,€,1,2024-11-08 07:55:00,2024-11-08 20:40:00,Aer Lingus,False,False,False,False,False,0.026548,Madrid,Paris Charles de Gaulle
149,1105,647,€,1,2024-11-08 16:25:00,2024-11-09 10:50:00,Royal Air Maroc,False,False,False,False,False,0.025569,Madrid,Paris Orly
150,1230,606,€,1,2024-11-08 18:00:00,2024-11-09 14:30:00,TAP Air Portugal,False,False,False,False,False,0.024541,Madrid,Paris Orly
151,1155,689,€,1,2024-11-08 14:55:00,2024-11-09 10:10:00,TAP Air Portugal,False,False,False,False,False,0.022993,Madrid,Paris Orly
152,850,961,€,1,2024-11-08 18:15:00,2024-11-09 08:25:00,Iberia,False,False,False,False,False,0.022393,Madrid,Paris Orly
153,625,1379,€,1,2024-11-08 12:00:00,2024-11-08 22:25:00,Turkish Airlines,False,False,False,False,False,0.021224,Madrid,Paris Charles de Gaulle
154,1365,643,€,1,2024-11-08 12:15:00,2024-11-09 11:00:00,TAROM,False,False,False,False,False,0.020849,Madrid,Paris Charles de Gaulle
155,1580,602,€,1,2024-11-08 12:10:00,2024-11-09 14:30:00,TAP Air Portugal,False,False,False,False,False,0.019224,Madrid,Paris Orly
156,1550,633,€,2,2024-11-08 21:10:00,2024-11-09 23:00:00,TAP Air Portugal,False,False,False,False,False,0.018651,Madrid,Paris Orly
157,1430,706,€,1,2024-11-08 10:20:00,2024-11-09 10:10:00,TAP Air Portugal,False,False,False,False,False,0.018111,Madrid,Paris Orly
158,1645,622,€,1,2024-11-08 13:00:00,2024-11-09 16:25:00,Royal Air Maroc,False,False,False,False,False,0.017881,Madrid,Paris Charles de Gaulle
159,1210,848,€,1,2024-11-08 12:15:00,2024-11-09 08:25:00,TAROM,False,False,False,False,False,0.017831,Madrid,Paris Charles de Gaulle
160,1525,696,€,1,2024-11-08 10:20:00,2024-11-09 11:45:00,TAP Air Portugal,False,False,False,False,False,0.01723,Madrid,Paris Orly
161,760,1420,€,2,2024-11-08 06:10:00,2024-11-08 18:50:00,LOT,False,False,False,False,False,0.016936,Madrid,Paris Charles de Gaulle
162,1295,843,€,1,2024-11-08 11:50:00,2024-11-09 09:25:00,Aer Lingus,False,False,False,False,False,0.016764,Madrid,Paris Charles de Gaulle
163,1485,794,€,1,2024-11-08 08:40:00,2024-11-09 09:25:00,Aer Lingus,False,False,False,False,False,0.015517,Madrid,Paris Charles de Gaulle
164,570,2176,€,2,2024-11-08 10:05:00,2024-11-08 19:35:00,SWISS,False,False,False,False,False,0.014743,Madrid,Paris Charles de Gaulle
165,970,1281,€,1,2024-11-08 17:40:00,2024-11-09 09:50:00,Turkish Airlines,False,False,False,False,False,0.014722,Madrid,Paris Charles de Gaulle
166,995,1260,€,2,2024-11-08 06:10:00,2024-11-08 22:45:00,LOT,False,False,False,False,False,0.01458,Madrid,Paris Charles de Gaulle
167,1425,907,€,1,2024-11-08 17:40:00,2024-11-09 17:25:00,Turkish Airlines,False,False,False,False,False,0.014152,Madrid,Paris Charles de Gaulle
168,700,1858,€,2,2024-11-08 10:05:00,2024-11-08 21:45:00,SWISS,False,False,False,False,False,0.014061,Madrid,Paris Charles de Gaulle
169,730,2188,€,2,2024-11-08 19:35:00,2024-11-09 07:45:00,SWISS,False,False,False,False,False,0.011443,Madrid,Paris Charles de Gaulle
170,1135,1409,€,1,2024-11-08 14:55:00,2024-11-09 09:50:00,Turkish Airlines,False,False,False,False,False,0.011438,Madrid,Paris Charles de Gaulle
171,1480,1157,€,1,2024-11-08 11:45:00,2024-11-09 12:25:00,Royal Air Maroc,False,False,False,False,False,0.010677,Madrid,Paris Charles de Gaulle
172,1085,3894,€,1,2024-11-08 12:30:00,2024-11-09 06:35:00,Finnair,False,False,False,False,False,0.004327,Madrid,Paris Charles de Gaulle
173,1190,3894,€,1,2024-11-08 10:45:00,2024-11-09 06:35:00,Finnair,False,False,False,False,False,0.003945,Madrid,Paris Charles de Gaulle
