,name,url,price_currency,total_price_amount,distance_city_center_km,score,n_comments,close_to_metro,sustainability_cert,room_type,double_bed,single_bed,free_cancellation,breakfast_included,pay_at_hotel,location_score,free_taxi
91,Ibis Berlin Hauptbahnhof,https://www.booking.com/hotel/de/ibis-berlin-hauptbahnhof.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=92&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464451&all_sr_blocks=132491301_373604915_2_1_0&highlighted_blocks=132491301_373604915_2_1_0&matching_block_id=132491301_373604915_2_1_0&sr_pri_blocks=132491301_373604915_2_1_0__62080&from_sustainable_property_sr=1&from=searchresults,€,621,1.3,8.2,6195,Yes,No,Habitación Doble,Yes,No,No,No,No,9.4,No
92,MERCURE Hotel Berlin Wittenbergplatz,https://www.booking.com/hotel/de/mercure-berlin-wittenbergplatz.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=93&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464451&all_sr_blocks=193956702_338444953_2_1_0&highlighted_blocks=193956702_338444953_2_1_0&matching_block_id=193956702_338444953_2_1_0&sr_pri_blocks=193956702_338444953_2_1_0__67400&from_sustainable_property_sr=1&from=searchresults,€,674,2.9,8.7,4395,Yes,No,Habitación Estándar - 1 cama grande ,Yes,No,No,No,No,9.6,No
93,Adina Apartment Hotel Berlin Hackescher Markt,https://www.booking.com/hotel/de/adina-apartment-berlin-hackescher-markt.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=94&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464451&all_sr_blocks=25533201_91469022_2_1_0_668184&highlighted_blocks=25533201_91469022_2_1_0_668184&matching_block_id=25533201_91469022_2_1_0_668184&sr_pri_blocks=25533201_91469022_2_1_0_668184_77595&from_sustainable_property_sr=1&from=searchresults,€,776,2.0,8.6,2348,Yes,No,Estudio,Yes,No,No,No,No,9.7,No
94,ibis Berlin Kurfuerstendamm,https://www.booking.com/hotel/de/ibis-berlin-kurfuerstendamm.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=95&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464451&all_sr_blocks=54823501_338444480_2_1_0&highlighted_blocks=54823501_338444480_2_1_0&matching_block_id=54823501_338444480_2_1_0&sr_pri_blocks=54823501_338444480_2_1_0__55450&from=searchresults,€,555,2.7,8.1,4957,Yes,No,Habitación Doble,Yes,No,No,No,No,9.4,No
95,Adina Apartment Hotel Berlin Checkpoint Charlie,https://www.booking.com/hotel/de/adina-apartment-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=96&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464451&all_sr_blocks=6891001_91461106_2_1_0_668130&highlighted_blocks=6891001_91461106_2_1_0_668130&matching_block_id=6891001_91461106_2_1_0_668130&sr_pri_blocks=6891001_91461106_2_1_0_668130_75327&from_sustainable_property_sr=1&from=searchresults,€,753,1.6,8.6,1725,Yes,No,Estudio,Yes,No,No,No,No,,No
96,Numa I Arc Rooms & Apartments,https://www.booking.com/hotel/de/numa-i-arc-rooms-amp-apartments.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=97&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464451&all_sr_blocks=891629202_359345848_2_1_0&highlighted_blocks=891629202_359345848_2_1_0&matching_block_id=891629202_359345848_2_1_0&sr_pri_blocks=891629202_359345848_2_1_0__67400&from_sustainable_property_sr=1&from=searchresults,€,674,1.6,8.3,4065,Yes,No,Medium Room - Twin Beds,No,Yes,No,No,No,9.3,No
97,Mercure Hotel & Residenz Berlin Checkpoint Charlie,https://www.booking.com/hotel/de/mercurecheckpointcharlie.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=98&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464451&all_sr_blocks=6141148_338443669_2_1_0&highlighted_blocks=6141148_338443669_2_1_0&matching_block_id=6141148_338443669_2_1_0&sr_pri_blocks=6141148_338443669_2_1_0__80600&from_sustainable_property_sr=1&from=searchresults,€,806,1.4,8.6,4391,Yes,No,Habitación Doble Grande,Yes,No,No,No,No,9.3,No
98,Adina Apartment Hotel Berlin Mitte,https://www.booking.com/hotel/de/adina-apartment-berlin-hauptbahnhof.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=99&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464451&all_sr_blocks=2780902_95151841_2_1_0_668124&highlighted_blocks=2780902_95151841_2_1_0_668124&matching_block_id=2780902_95151841_2_1_0_668124&sr_pri_blocks=2780902_95151841_2_1_0_668124_93282&from_sustainable_property_sr=1&from=searchresults,€,933,1.4,8.7,3090,Yes,No,Apartamento de 1 dormitorio,Yes,No,No,No,No,,No
99,Mercure Hotel Berlin City,https://www.booking.com/hotel/de/mercure-berlin-an-der-charite.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=100&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464451&all_sr_blocks=6441821_338443956_2_1_0&highlighted_blocks=6441821_338443956_2_1_0&matching_block_id=6441821_338443956_2_1_0&sr_pri_blocks=6441821_338443956_2_1_0__70680&from_sustainable_property_sr=1&from=searchresults,€,707,1.6,8.2,5217,Yes,Yes,Habitación Doble Superior,Yes,No,No,No,No,,No
100,Select Hotel Berlin Checkpoint Charlie,https://www.booking.com/hotel/de/winter-s-berlin-mitte.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=101&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464457&all_sr_blocks=6396014_373159166_0_1_0&highlighted_blocks=6396014_373159166_0_1_0&matching_block_id=6396014_373159166_0_1_0&sr_pri_blocks=6396014_373159166_0_1_0__68439&from_sustainable_property_sr=1&from=searchresults,€,684,1.7,7.8,1556,Yes,Yes,Habitación Doble Superior,Yes,No,No,No,No,,No
101,Hotel Ambiente Berlin City,https://www.booking.com/hotel/de/ambiente-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=102&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464457&all_sr_blocks=28746702_91918587_2_1_0&highlighted_blocks=28746702_91918587_2_1_0&matching_block_id=28746702_91918587_2_1_0&sr_pri_blocks=28746702_91918587_2_1_0__48220&from_sustainable_property_sr=1&from=searchresults,€,482,2.9,7.1,1947,Yes,No,Habitación Doble,Yes,Yes,No,No,No,,No
102,Novotel Berlin Mitte,https://www.booking.com/hotel/de/berlin-mitte.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=103&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464457&all_sr_blocks=6266018_338443833_2_1_0&highlighted_blocks=6266018_338443833_2_1_0&matching_block_id=6266018_338443833_2_1_0&sr_pri_blocks=6266018_338443833_2_1_0__88140&from_sustainable_property_sr=1&from=searchresults,€,881,1.9,8.1,7377,Yes,No,Habitación Privilege - 1 cama doble,Yes,No,No,No,No,,No
103,greet Berlin Alexanderplatz,https://www.booking.com/hotel/de/greet-berlin-alexanderplatz.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=104&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464457&all_sr_blocks=6710715_346732049_2_1_0&highlighted_blocks=6710715_346732049_2_1_0&matching_block_id=6710715_346732049_2_1_0&sr_pri_blocks=6710715_346732049_2_1_0__67750&from_sustainable_property_sr=1&from=searchresults,€,678,2.8,7.7,2474,Yes,Yes,Habitación Doble Superior - 2 camas,No,Yes,No,No,No,9.3,No
104,Select Hotel Berlin Gendarmenmarkt,https://www.booking.com/hotel/de/winter-s-gendarmenmarkt-berlin-mitte.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=105&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464457&all_sr_blocks=2260601_373159197_0_1_0&highlighted_blocks=2260601_373159197_0_1_0&matching_block_id=2260601_373159197_0_1_0&sr_pri_blocks=2260601_373159197_0_1_0__75432&from_sustainable_property_sr=1&from=searchresults,€,754,1.2,7.5,4569,Yes,Yes,Habitación Doble Estándar,Yes,No,No,No,No,,No
105,Lulu Guldsmeden,https://www.booking.com/hotel/de/lulu-guldsmeden.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=106&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464457&all_sr_blocks=257221512_104403798_2_1_0&highlighted_blocks=257221512_104403798_2_1_0&matching_block_id=257221512_104403798_2_1_0&sr_pri_blocks=257221512_104403798_2_1_0__76700&from_sustainable_property_sr=1&from=searchresults,€,767,1.6,8.2,2672,Yes,Yes,Alojamiento Comfy Sky,Yes,No,No,No,No,,No
106,Numa l Drift Rooms & Apartments,https://www.booking.com/hotel/de/gaijin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464457&all_sr_blocks=492245301_164688547_2_1_0&highlighted_blocks=492245301_164688547_2_1_0&matching_block_id=492245301_164688547_2_1_0&sr_pri_blocks=492245301_164688547_2_1_0__70100&from_sustainable_property_sr=1&from=searchresults,€,701,2.4,8.5,3181,Yes,No,Habitación mediana,Yes,No,No,No,No,,No
107,Numa I Nook Rooms & Apartments,https://www.booking.com/hotel/de/frederics-serviced-apartment.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=108&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464457&all_sr_blocks=136352623_86493477_2_1_0&highlighted_blocks=136352623_86493477_2_1_0&matching_block_id=136352623_86493477_2_1_0&sr_pri_blocks=136352623_86493477_2_1_0__90800&from_sustainable_property_sr=1&from=searchresults,€,908,1.8,8.6,2104,Yes,No,Estudio grande con cocina,Yes,No,No,No,No,9.6,No
108,Novotel Berlin Am Tiergarten,https://www.booking.com/hotel/de/berlin-am-tiergarten.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=109&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464457&all_sr_blocks=6175929_338443742_2_1_0&highlighted_blocks=6175929_338443742_2_1_0&matching_block_id=6175929_338443742_2_1_0&sr_pri_blocks=6175929_338443742_2_1_0__74955&from_sustainable_property_sr=1&from=searchresults,€,750,2.8,8.4,4647,Yes,No,Habitación Doble Estándar,Yes,No,No,No,No,,No
109,The Circus Hotel,https://www.booking.com/hotel/de/the-circus.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=110&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464457&all_sr_blocks=2482428_95148640_2_1_0&highlighted_blocks=2482428_95148640_2_1_0&matching_block_id=2482428_95148640_2_1_0&sr_pri_blocks=2482428_95148640_2_1_0__89880&from_sustainable_property_sr=1&from=searchresults,€,899,2.2,8.9,738,Yes,No,Pequeña Plus (máx. 2 personas),Yes,No,No,No,No,9.5,No
110,The Circus Apartments,https://www.booking.com/hotel/de/the-circus-apartments.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=111&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464457&all_sr_blocks=41159307_337923796_2_1_0&highlighted_blocks=41159307_337923796_2_1_0&matching_block_id=41159307_337923796_2_1_0&sr_pri_blocks=41159307_337923796_2_1_0__106244&from_sustainable_property_sr=1&from=searchresults,€,1062,2.6,9.5,364,Yes,No,Apartamento con balcón,Yes,No,No,No,No,9.5,No
111,Select Hotel Berlin The Wall,https://www.booking.com/hotel/de/winters-berlin-mitte-the-wall-checkpoint-charlie.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=112&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464457&all_sr_blocks=42383109_373159413_0_1_0&highlighted_blocks=42383109_373159413_0_1_0&matching_block_id=42383109_373159413_0_1_0&sr_pri_blocks=42383109_373159413_0_1_0__108082&from_sustainable_property_sr=1&from=searchresults,€,1081,1.2,8.4,3824,Yes,Yes,Habitación Doble Superior,Yes,No,No,No,No,9.5,No
112,St Christopher's Apartments,https://www.booking.com/hotel/de/st-christopher-s-apartments-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=113&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464457&all_sr_blocks=54005301_88937081_2_1_0&highlighted_blocks=54005301_88937081_2_1_0&matching_block_id=54005301_88937081_2_1_0&sr_pri_blocks=54005301_88937081_2_1_0__54125&from=searchresults,€,541,2.6,7.4,69,Yes,No,Habitación Doble con baño compartido,Yes,No,No,No,No,,No
113,MEININGER Hotel Berlin Hauptbahnhof,https://www.booking.com/hotel/de/meininger-berlin-hauptbahnhof.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=114&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464457&all_sr_blocks=18135808_100051619_0_1_0_497732%2C18135808_100051619_0_1_0_497732&highlighted_blocks=18135808_100051619_0_1_0_497732%2C18135808_100051619_0_1_0_497732&matching_block_id=18135808_100051619_0_1_0_497732&sr_pri_blocks=18135808_100051619_0_1_0_497732_18876%2C18135808_100051619_0_1_0_497732_18876&from_sustainable_property_sr=1&from=searchresults,€,378,1.1,7.5,16265,Yes,No,Cama en habitación compartida mixta de 4 camas,No,No,Yes,Yes,Yes,9.4,No
