,name,url,price_currency,total_price_amount,distance_city_center_km,score,n_comments,close_to_metro,sustainability_cert,room_type,double_bed,single_bed,free_cancellation,breakfast_included,pay_at_hotel,location_score,free_taxi
356,New Hotel Le Voltaire,https://www.booking.com/hotel/fr/new-le-voltaire.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=357&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=336959603_116248654_0_1_0&highlighted_blocks=336959603_116248654_0_1_0&matching_block_id=336959603_116248654_0_1_0&sr_pri_blocks=336959603_116248654_0_1_0__95930&from=searchresults,€,959,2.2,8.1,1534,Yes,No,Habitación Doble Estándar - 2 camas ,No,Yes,No,No,No,,No
357,ibis Paris Opera La Fayette,https://www.booking.com/hotel/fr/opera-franklin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=358&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=5491208_94273691_2_1_0&highlighted_blocks=5491208_94273691_2_1_0&matching_block_id=5491208_94273691_2_1_0&sr_pri_blocks=5491208_94273691_2_1_0__92266&from=searchresults,€,923,2.3,7.8,1437,Yes,No,Habitación Doble Estándar,Yes,No,No,No,No,,No
358,Timhotel Paris du Gare du Nord,https://www.booking.com/hotel/fr/timhotel-paris-du-gare-du-nord.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=359&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=17616601_91464882_0_1_0&highlighted_blocks=17616601_91464882_0_1_0&matching_block_id=17616601_91464882_0_1_0&sr_pri_blocks=17616601_91464882_0_1_0__81700&from_sustainable_property_sr=1&from=searchresults,€,817,2.6,8.0,181,Yes,No,Habitación Doble,Yes,No,No,No,No,,No
359,WS Louvre - Sainte-Anne,https://www.booking.com/hotel/fr/apartments-ws-louvre-sainte-anne.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=360&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=884275303_363349337_0_1_0&highlighted_blocks=884275303_363349337_0_1_0&matching_block_id=884275303_363349337_0_1_0&sr_pri_blocks=884275303_363349337_0_1_0__133700&from_sustainable_property_sr=1&from=searchresults,€,1337,1.7,8.0,645,Yes,No,Estudio Estándar,Yes,No,Yes,Yes,No,9.4,No
360,ibis Styles Paris Gare De Lyon TGV,https://www.booking.com/hotel/fr/hevetia.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=361&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=5458711_88984736_2_1_0&highlighted_blocks=5458711_88984736_2_1_0&matching_block_id=5458711_88984736_2_1_0&sr_pri_blocks=5458711_88984736_2_1_0__90808&from_sustainable_property_sr=1&from=searchresults,€,908,2.1,8.3,1379,Yes,No,Habitación Doble Estándar,Yes,No,No,No,No,9.3,No
361,ibis Paris Gare du Nord La Fayette,https://www.booking.com/hotel/fr/ibis-paris-gare-du-nord-la-fayette.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=362&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=54543502_94489690_2_1_0&highlighted_blocks=54543502_94489690_2_1_0&matching_block_id=54543502_94489690_2_1_0&sr_pri_blocks=54543502_94489690_2_1_0__82508&from_sustainable_property_sr=1&from=searchresults,€,825,2.4,7.1,1657,Yes,No,Habitación Doble Estándar,Yes,No,No,No,No,,No
362,ibis Paris Grands Boulevards Opéra 9e,https://www.booking.com/hotel/fr/ibis-paris-grands-boulevards-opa-c-ra-9e.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=363&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=55544402_94491475_2_1_0&highlighted_blocks=55544402_94491475_2_1_0&matching_block_id=55544402_94491475_2_1_0&sr_pri_blocks=55544402_94491475_2_1_0__95644&from_sustainable_property_sr=1&from=searchresults,€,956,2.1,8.0,2229,Yes,No,Habitación Doble Estándar,Yes,No,No,No,No,,No
363,Grand Hotel Lafayette,https://www.booking.com/hotel/fr/euga-ne-en-ville.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=364&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=65025003_88986893_0_1_0&highlighted_blocks=65025003_88986893_0_1_0&matching_block_id=65025003_88986893_0_1_0&sr_pri_blocks=65025003_88986893_0_1_0__122070&from_sustainable_property_sr=1&from=searchresults,€,1221,2.2,8.2,1584,Yes,No,Habitación Doble Clásica,Yes,No,No,No,No,,No
364,WS Opéra - Galeries Lafayette,https://www.booking.com/hotel/fr/apartment-ws-opera-galeries-lafayette.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=365&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=292351602_363996657_0_1_0&highlighted_blocks=292351602_363996657_0_1_0&matching_block_id=292351602_363996657_0_1_0&sr_pri_blocks=292351602_363996657_0_1_0__130100&from_sustainable_property_sr=1&from=searchresults,€,1301,2.5,7.3,486,Yes,No,Estudio Estándar,Yes,No,Yes,Yes,No,,No
365,ibis Paris Gare du Nord TGV,https://www.booking.com/hotel/fr/comfort-hotel-gare-du-nord.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=366&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=22101722_94352225_2_1_0&highlighted_blocks=22101722_94352225_2_1_0&matching_block_id=22101722_94352225_2_1_0&sr_pri_blocks=22101722_94352225_2_1_0__87938&from_sustainable_property_sr=1&from=searchresults,€,879,2.5,7.6,2154,Yes,No,Habitación Estándar - 2 camas individuales,No,Yes,No,No,No,,No
366,Mercure Paris Bercy Bibliothèque,https://www.booking.com/hotel/fr/mercure-paris-bercy-bibliotheque.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=367&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=5704114_94275016_2_1_0&highlighted_blocks=5704114_94275016_2_1_0&matching_block_id=5704114_94275016_2_1_0&sr_pri_blocks=5704114_94275016_2_1_0__107829&from_sustainable_property_sr=1&from=searchresults,€,1078,2.7,8.3,3134,Yes,No,Habitación Doble Clásica - 2 camas,No,Yes,No,No,No,,No
367,ibis Paris Bastille Faubourg St Antoine,https://www.booking.com/hotel/fr/bastille-faubourg-st-antoine.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=368&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=23902514_94358426_2_1_0&highlighted_blocks=23902514_94358426_2_1_0&matching_block_id=23902514_94358426_2_1_0&sr_pri_blocks=23902514_94358426_2_1_0__92016&from_sustainable_property_sr=1&from=searchresults,€,920,2.1,8.3,1823,Yes,No,Habitación Doble Estándar,Yes,No,No,No,No,,No
368,Hôtel Belloy Saint Germain,https://www.booking.com/hotel/fr/belloy.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=369&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=5022419_88984398_2_1_0&highlighted_blocks=5022419_88984398_2_1_0&matching_block_id=5022419_88984398_2_1_0&sr_pri_blocks=5022419_88984398_2_1_0__122860&from=searchresults,€,1229,1.0,8.1,901,Yes,No,Habitación Doble Estándar,Yes,No,No,No,No,9.5,No
369,Avalon Hotel,https://www.booking.com/hotel/fr/avalon-hotel-paris.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=370&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=5421428_373499396_2_1_0&highlighted_blocks=5421428_373499396_2_1_0&matching_block_id=5421428_373499396_2_1_0&sr_pri_blocks=5421428_373499396_2_1_0__71150&from=searchresults,€,712,2.7,7.6,261,Yes,No,Habitación Doble Superior,Yes,No,No,No,No,,No
370,Hôtel Pilgrim,https://www.booking.com/hotel/fr/pilgrim-paris1.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=371&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=1083337501_381250758_2_1_0&highlighted_blocks=1083337501_381250758_2_1_0&matching_block_id=1083337501_381250758_2_1_0&sr_pri_blocks=1083337501_381250758_2_1_0__171730&from_sustainable_property_sr=1&from=searchresults,€,1717,0.9,8.9,536,Yes,No,Queen Bed Double Room ,Yes,No,No,No,No,9.3,No
371,Hôtel du Plat d'Etain,https://www.booking.com/hotel/fr/hotel-plat-etain.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=372&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=10470_91912418_0_1_0&highlighted_blocks=10470_91912418_0_1_0&matching_block_id=10470_91912418_0_1_0&sr_pri_blocks=10470_91912418_0_1_0__118000&from_sustainable_property_sr=1&from=searchresults,€,1180,1.4,8.7,3960,Yes,No,Habitación Doble,Yes,No,No,No,No,,No
372,Mercure Paris Montparnasse Raspail,https://www.booking.com/hotel/fr/raspail.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=373&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=5719811_94275772_2_1_0&highlighted_blocks=5719811_94275772_2_1_0&matching_block_id=5719811_94275772_2_1_0&sr_pri_blocks=5719811_94275772_2_1_0__108677&from_sustainable_property_sr=1&from=searchresults,€,1087,2.3,8.1,761,Yes,No,Habitación Doble Estándar,Yes,No,No,No,No,,No
373,Le Littré,https://www.booking.com/hotel/fr/le-littre.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=374&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464413&all_sr_blocks=5844123_88550847_2_1_0&highlighted_blocks=5844123_88550847_2_1_0&matching_block_id=5844123_88550847_2_1_0&sr_pri_blocks=5844123_88550847_2_1_0__167730&from=searchresults,€,1677,2.4,8.6,2143,Yes,No,Habitación Doble Superior,Yes,Yes,No,No,No,,No
374,Appia La Fayette,https://www.booking.com/hotel/fr/hotelappialafayette.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=375&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464418&all_sr_blocks=21280704_88550997_0_1_0&highlighted_blocks=21280704_88550997_0_1_0&matching_block_id=21280704_88550997_0_1_0&sr_pri_blocks=21280704_88550997_0_1_0__87000&from_sustainable_property_sr=1&from=searchresults,€,870,2.5,8.0,186,Yes,No,Habitación Doble Confort - 1 o 2 camas,Yes,Yes,No,No,No,,No
375,Mercure Paris Opéra Faubourg Montmartre,https://www.booking.com/hotel/fr/paris-monty-opera.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=376&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464418&all_sr_blocks=5711703_94275407_2_1_0&highlighted_blocks=5711703_94275407_2_1_0&matching_block_id=5711703_94275407_2_1_0&sr_pri_blocks=5711703_94275407_2_1_0__105570&from_sustainable_property_sr=1&from=searchresults,€,1056,1.9,7.9,752,Yes,No,Habitación Doble Superior - 2 camas,No,Yes,No,No,No,,No
376,Hôtel Esté,https://www.booking.com/hotel/fr/este.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=377&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464418&all_sr_blocks=959115902_368473432_0_41_0&highlighted_blocks=959115902_368473432_0_41_0&matching_block_id=959115902_368473432_0_41_0&sr_pri_blocks=959115902_368473432_0_41_0__136515&from_sustainable_property_sr=1&from=searchresults,€,1365,2.2,8.6,1340,Yes,No,Habitación Clásica,Yes,Yes,No,No,No,,No
377,Hôtel Raspail Montparnasse,https://www.booking.com/hotel/fr/raspail-montparnasse.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=378&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464418&all_sr_blocks=17199202_88921321_0_1_0&highlighted_blocks=17199202_88921321_0_1_0&matching_block_id=17199202_88921321_0_1_0&sr_pri_blocks=17199202_88921321_0_1_0__120730&from_sustainable_property_sr=1&from=searchresults,€,1207,2.3,8.3,1515,Yes,Yes,Habitación Doble Clásica,Yes,No,No,No,No,9.4,No
378,Mercure Paris Butte Montmartre Basilique,https://www.booking.com/hotel/fr/ibis-paris-sacre-coeur.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=379&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464418&all_sr_blocks=54464605_94489430_2_1_0&highlighted_blocks=54464605_94489430_2_1_0&matching_block_id=54464605_94489430_2_1_0&sr_pri_blocks=54464605_94489430_2_1_0__113491&from_sustainable_property_sr=1&from=searchresults,€,1135,3.0,8.7,28,Yes,No,Habitación Doble Estándar - 2 camas ,No,Yes,No,No,No,,No
