,name,url,price_currency,total_price_amount,distance_city_center_km,score,n_comments,close_to_metro,sustainability_cert,room_type,double_bed,single_bed,free_cancellation,breakfast_included,pay_at_hotel,location_score,free_taxi
85,Maison Albar - Le Diamond,https://www.booking.com/hotel/fr/opera-diamond.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=86&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464362&all_sr_blocks=18055619_121741366_2_1_0&highlighted_blocks=18055619_121741366_2_1_0&matching_block_id=18055619_121741366_2_1_0&sr_pri_blocks=18055619_121741366_2_1_0__216730&from_sustainable_property_sr=1&from=searchresults,€,2167,2.9,8.7,1106,Yes,No,Habitación Executive con cama extragrande,Yes,No,Yes,Yes,Yes,,No
86,Midnight Hotel Paris,https://www.booking.com/hotel/fr/aris-nord.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=87&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464362&all_sr_blocks=5864917_88550873_0_1_0&highlighted_blocks=5864917_88550873_0_1_0&matching_block_id=5864917_88550873_0_1_0&sr_pri_blocks=5864917_88550873_0_1_0__88800&from_sustainable_property_sr=1&from=searchresults,€,888,2.3,7.5,1328,Yes,Yes,Habitación Doble Confort,Yes,No,No,No,No,,No
87,Hotel des Nations Saint Germain,https://www.booking.com/hotel/fr/desnations.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=88&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464362&all_sr_blocks=5033202_370578189_0_1_0&highlighted_blocks=5033202_370578189_0_1_0&matching_block_id=5033202_370578189_0_1_0&sr_pri_blocks=5033202_370578189_0_1_0__130600&from_sustainable_property_sr=1&from=searchresults,€,1306,1.3,8.1,2270,Yes,No,Habitación Doble,Yes,Yes,Yes,Yes,No,9.3,No
88,Hotel Joyce - Astotel,https://www.booking.com/hotel/fr/joyce.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=89&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464362&all_sr_blocks=17188012_359417041_0_1_0&highlighted_blocks=17188012_359417041_0_1_0&matching_block_id=17188012_359417041_0_1_0&sr_pri_blocks=17188012_359417041_0_1_0__113000&from_sustainable_property_sr=1&from=searchresults,€,1130,2.8,8.7,1154,Yes,No,Habitación Doble Superior,Yes,No,Yes,Yes,Yes,,No
89,France Louvre,https://www.booking.com/hotel/fr/france-louvre.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=90&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464362&all_sr_blocks=5528507_399843759_2_1_0&highlighted_blocks=5528507_399843759_2_1_0&matching_block_id=5528507_399843759_2_1_0&sr_pri_blocks=5528507_399843759_2_1_0__119700&from_sustainable_property_sr=1&from=searchresults,€,1197,350.0,7.1,2818,Yes,No,Habitación Doble Superior - 2 camas,No,Yes,Yes,Yes,No,9.3,No
90,Hôtel Charing Cross,https://www.booking.com/hotel/fr/charingcross.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=91&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464362&all_sr_blocks=5063302_389531187_0_1_0&highlighted_blocks=5063302_389531187_0_1_0&matching_block_id=5063302_389531187_0_1_0&sr_pri_blocks=5063302_389531187_0_1_0__118700&from=searchresults,€,1187,2.9,8.0,2497,Yes,No,Habitación Doble,Yes,No,Yes,Yes,No,9.3,No
91,Maison Pigalle,https://www.booking.com/hotel/fr/trinite.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=92&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464362&all_sr_blocks=5005802_364051594_2_1_0&highlighted_blocks=5005802_364051594_2_1_0&matching_block_id=5005802_364051594_2_1_0&sr_pri_blocks=5005802_364051594_2_1_0__132230&from_sustainable_property_sr=1&from=searchresults,€,1322,2.9,8.4,1799,Yes,No, Chambre Elegance,Yes,No,Yes,Yes,Yes,,No
92,Hôtel Des Grands Voyageurs,https://www.booking.com/hotel/fr/hoteldesgrandsvoyageurs.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=93&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464362&all_sr_blocks=5104228_94272224_2_41_0&highlighted_blocks=5104228_94272224_2_41_0&matching_block_id=5104228_94272224_2_41_0&sr_pri_blocks=5104228_94272224_2_41_0__168230&from_sustainable_property_sr=1&from=searchresults,€,1682,2.2,9.0,846,Yes,No,Habitación Doble Signature con cama grande ,Yes,Yes,No,No,No,9.5,No
93,Hotel Observatoire Luxembourg,https://www.booking.com/hotel/fr/observatoireluxembour.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=94&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464362&all_sr_blocks=5158706_201878841_2_1_0&highlighted_blocks=5158706_201878841_2_1_0&matching_block_id=5158706_201878841_2_1_0&sr_pri_blocks=5158706_201878841_2_1_0__175330&from_sustainable_property_sr=1&from=searchresults,€,1753,1.7,8.2,880,Yes,No,Habitación Doble Clásica - 1 o 2 camas,Yes,Yes,Yes,Yes,Yes,,No
94,9Hotel Opera,https://www.booking.com/hotel/fr/opera-cyrano.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=95&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464362&all_sr_blocks=5438202_93699940_0_1_0_613602&highlighted_blocks=5438202_93699940_0_1_0_613602&matching_block_id=5438202_93699940_0_1_0_613602&sr_pri_blocks=5438202_93699940_0_1_0_613602_89000&from_sustainable_property_sr=1&from=searchresults,€,890,2.2,7.9,534,Yes,No,Habitación Clásica,Yes,Yes,No,No,No,,No
95,Chouchou Hotel,https://www.booking.com/hotel/fr/chouchou-paris.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=96&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464362&all_sr_blocks=632895502_398328685_0_1_0&highlighted_blocks=632895502_398328685_0_1_0&matching_block_id=632895502_398328685_0_1_0&sr_pri_blocks=632895502_398328685_0_1_0__175852&from_sustainable_property_sr=1&from=searchresults,€,1759,2.1,8.9,2033,Yes,Yes,Habitación Doble Superior,Yes,No,Yes,Yes,Yes,9.6,No
96,Hôtel Crayon Rouge,https://www.booking.com/hotel/fr/crayon-rouge.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=97&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464362&all_sr_blocks=106296201_256471282_2_1_0&highlighted_blocks=106296201_256471282_2_1_0&matching_block_id=106296201_256471282_2_1_0&sr_pri_blocks=106296201_256471282_2_1_0__164402&from_sustainable_property_sr=1&from=searchresults,€,1644,1.2,8.4,594,Yes,Yes,Habitación Doble,Yes,No,Yes,Yes,Yes,9.6,No
97,Hotel Design Sorbonne,https://www.booking.com/hotel/fr/sorbonne.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=98&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464362&all_sr_blocks=5068701_265531554_0_1_0&highlighted_blocks=5068701_265531554_0_1_0&matching_block_id=5068701_265531554_0_1_0&sr_pri_blocks=5068701_265531554_0_1_0__131000&from_sustainable_property_sr=1&from=searchresults,€,1310,1.2,8.1,840,Yes,No,Habitación Clásica Design,Yes,No,Yes,Yes,No,9.6,No
98,Hotel Royal Saint Honore Paris Louvre,https://www.booking.com/hotel/fr/royalsainthonore.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=99&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464362&all_sr_blocks=5114413_388846246_2_1_0&highlighted_blocks=5114413_388846246_2_1_0&matching_block_id=5114413_388846246_2_1_0&sr_pri_blocks=5114413_388846246_2_1_0__198403&from_sustainable_property_sr=1&from=searchresults,€,1984,1.9,8.5,1015,Yes,No,Habitación Clásica,Yes,No,Yes,Yes,No,9.8,No
99,Hôtel Beige,https://www.booking.com/hotel/fr/hotelbeige.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=100&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464362&all_sr_blocks=5098902_93699384_2_1_0&highlighted_blocks=5098902_93699384_2_1_0&matching_block_id=5098902_93699384_2_1_0&sr_pri_blocks=5098902_93699384_2_1_0__169730&from_sustainable_property_sr=1&from=searchresults,€,1697,2.3,8.9,722,Yes,Yes,Habitación Doble Estándar,Yes,No,No,No,No,,No
100,Hôtel Fabric,https://www.booking.com/hotel/fr/ha-tel-fabric.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=101&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464366&all_sr_blocks=55694101_94491733_2_1_0&highlighted_blocks=55694101_94491733_2_1_0&matching_block_id=55694101_94491733_2_1_0&sr_pri_blocks=55694101_94491733_2_1_0__151091&from_sustainable_property_sr=1&from=searchresults,€,1511,1.7,9.2,1270,Yes,No,Habitación Doble Club,Yes,No,No,No,No,,No
101,Le Senat,https://www.booking.com/hotel/fr/lesenatparis.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=102&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464366&all_sr_blocks=5071503_387626039_2_1_0&highlighted_blocks=5071503_387626039_2_1_0&matching_block_id=5071503_387626039_2_1_0&sr_pri_blocks=5071503_387626039_2_1_0__174430&from_sustainable_property_sr=1&from=searchresults,€,1744,1.2,8.3,647,Yes,No,Habitación Deluxe,Yes,Yes,Yes,Yes,No,9.3,No
102,WS Louvre - Saint-Roch,https://www.booking.com/hotel/fr/apartments-ws-louvre-saint-roch.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=103&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464366&all_sr_blocks=1013554209_385812118_0_1_0&highlighted_blocks=1013554209_385812118_0_1_0&matching_block_id=1013554209_385812118_0_1_0&sr_pri_blocks=1013554209_385812118_0_1_0__133700&from_sustainable_property_sr=1&from=searchresults,€,1337,1.7,8.1,393,Yes,No,Estudio Superior,Yes,No,Yes,Yes,No,9.6,No
103,Hotel Bachaumont,https://www.booking.com/hotel/fr/bachaumont.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=104&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464366&all_sr_blocks=133339102_99186784_0_1_0&highlighted_blocks=133339102_99186784_0_1_0&matching_block_id=133339102_99186784_0_1_0&sr_pri_blocks=133339102_99186784_0_1_0__203325&from=searchresults,€,2033,1.2,8.3,395,Yes,No,Habitación Superior,Yes,Yes,No,No,No,9.5,No
104,Hotel George - Astotel,https://www.booking.com/hotel/fr/george-opera.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=105&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464366&all_sr_blocks=5795006_359417042_0_1_0&highlighted_blocks=5795006_359417042_0_1_0&matching_block_id=5795006_359417042_0_1_0&sr_pri_blocks=5795006_359417042_0_1_0__102700&from_sustainable_property_sr=1&from=searchresults,€,1027,2.8,8.7,763,Yes,No,Habitación Doble Estándar,Yes,No,Yes,Yes,Yes,9.3,No
105,ibis Styles Paris Gare de l'Est Château Landon,https://www.booking.com/hotel/fr/ibis-styles-paris-gare-de-l-est-chateau-landon.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=106&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464366&all_sr_blocks=5408707_97563725_2_1_0&highlighted_blocks=5408707_97563725_2_1_0&matching_block_id=5408707_97563725_2_1_0&sr_pri_blocks=5408707_97563725_2_1_0__70373&from_sustainable_property_sr=1&from=searchresults,€,704,2.6,7.0,452,Yes,No,Habitación Doble Estándar,Yes,No,No,No,No,,No
106,"Crowne Plaza Paris République, an IHG Hotel",https://www.booking.com/hotel/fr/holiday-inn-paris-republique.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464366&all_sr_blocks=5742201_95443357_2_33_0&highlighted_blocks=5742201_95443357_2_33_0&matching_block_id=5742201_95443357_2_33_0&sr_pri_blocks=5742201_95443357_2_33_0__125000&from_sustainable_property_sr=1&from=searchresults,€,1250,1.6,8.0,1601,Yes,Yes,Habitación Estándar,Yes,Yes,No,No,No,,No
107,My Home In Paris,https://www.booking.com/hotel/fr/my-home-in-paris.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=108&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464366&all_sr_blocks=154697201_365518936_0_1_0&highlighted_blocks=154697201_365518936_0_1_0&matching_block_id=154697201_365518936_0_1_0&sr_pri_blocks=154697201_365518936_0_1_0__150630&from=searchresults,€,1506,1.5,9.1,955,Yes,No,Habitación Doble Superior - 1 o 2 camas,Yes,Yes,Yes,Yes,No,9.3,No
